"ind1","ind2","ind3","ind4","malay1","malay2","malay3","malay4","phil1","phil2","phil3","phil4","sing1","sing2","sing3","sing4","thai1","thai2","thai3","thai4"
15.6120848175364,15.8850021944049,10.5753589161911,4.13313772116086,5.41460117739824,6.04053091727601,5.71781373598762,5.97293280572567,8.79684198823371,9.96648521032293,7.25558324602777,4.90223176581419,5.82057899603288,5.44140476190356,6.31925377179577,5.51914905456346,5.50225317991102,5.45309523809357,4.52589832120357,5.60626202723255
7.74852177170685,-10.7152486922372,13.6353589161911,7.19313772116086,8.5404040951416,6.66461533879666,8.77781373598762,9.03293280572567,8.31417881771524,8.56853783088566,10.3155832460278,7.96223176581419,8.88057899603288,8.50140476190356,9.37925377179577,8.57914905456346,8.56225317991102,8.51309523809357,7.58589832120357,8.66626202723255
16.8708769675261,11.2454678844547,19.3853589161911,12.9431377211609,14.2904040951416,15.3931199889042,14.5278137359876,14.7829328057257,14.0641788177152,14.3185378308857,16.0655832460278,13.7122317658142,14.6305789960329,14.2514047619036,15.1292537717958,14.3291490545635,14.312253179911,14.2630952380936,13.3358983212036,14.4162620272326
15.6297533415577,11.0454678844547,19.1853589161911,12.7431377211609,14.0904040951416,14.420027000307,14.3278137359876,14.5829328057257,13.8641788177152,14.1185378308857,15.8655832460278,13.5122317658142,14.4305789960329,14.0514047619036,14.9292537717958,14.1291490545635,14.112253179911,14.0630952380936,13.1358983212036,14.2162620272326
13.1511721547045,8.24546788445466,16.3853589161911,9.94313772116086,11.2904040951416,11.159727232653,11.5278137359876,11.7829328057257,11.0641788177152,11.3185378308857,13.0655832460278,10.7122317658142,11.6305789960329,11.2514047619036,12.1292537717958,11.3291490545635,11.312253179911,11.2630952380936,10.3358983212036,11.4162620272326
19.8519427732287,15.0454678844547,23.1853589161911,16.7431377211609,18.0904040951416,17.789322593425,18.3278137359876,18.5829328057257,17.8641788177152,18.1185378308857,19.8655832460278,17.5122317658142,18.4305789960329,18.0514047619036,18.9292537717958,18.1291490545635,18.112253179911,18.0630952380936,17.1358983212036,18.2162620272326
10.0525771659441,5.21546788445466,13.3553589161911,6.91313772116086,8.2604040951416,8.60990103959765,8.49781373598762,8.75293280572567,8.03417881771524,8.28853783088566,10.0355832460278,7.68223176581419,8.60057899603288,8.22140476190356,9.09925377179577,8.29914905456346,8.28225317991101,8.23309523809357,7.30589832120357,8.38626202723255
17.0731196242051,12.2454678844547,20.3853589161911,13.9431377211609,15.2904040951416,15.4285608213481,15.5278137359876,15.7829328057257,15.0641788177152,15.3185378308857,17.0655832460278,14.7122317658142,15.6305789960329,15.2514047619036,16.1292537717958,15.3291490545635,15.312253179911,15.2630952380936,14.3358983212036,15.4162620272326
9.24603938489942,4.41546788445466,12.5553589161911,6.11313772116086,7.4604040951416,7.41099670456495,7.69781373598762,7.95293280572567,7.23417881771524,7.48853783088566,9.23558324602777,6.88223176581419,7.80057899603288,7.42140476190356,8.29925377179577,7.49914905456346,7.48225317991102,7.43309523809357,6.50589832120357,7.58626202723255
5.52513798760746,0.695467884454664,8.83535891619109,2.39313772116086,3.7404040951416,3.74149081953469,3.97781373598762,4.23293280572567,3.51417881771524,3.76853783088566,5.51558324602777,3.16223176581419,4.08057899603288,3.70140476190356,4.57925377179577,3.77914905456346,3.76225317991101,3.71309523809357,2.78589832120357,3.86626202723255
6.74541626968706,1.91546788445466,10.0553589161911,3.61313772116086,4.9604040951416,5.10748346421849,5.19781373598762,5.45293280572567,4.73417881771524,4.98853783088566,6.73558324602777,4.38223176581419,5.30057899603288,4.92140476190356,5.79925377179577,4.99914905456346,4.98225317991102,4.93309523809357,4.00589832120357,5.08626202723255
7.21533035760754,2.38546788445466,10.5253589161911,4.08313772116086,5.4304040951416,5.50372474778732,5.66781373598762,5.92293280572567,5.20417881771524,5.45853783088566,7.20558324602777,4.85223176581419,5.77057899603289,5.39140476190356,6.26925377179577,5.46914905456346,5.45225317991102,5.40309523809357,4.47589832120357,5.55626202723255
5.75535688064279,0.925467884454664,9.06535891619109,2.62313772116086,3.9704040951416,3.99162358765605,4.20781373598762,4.46293280572567,3.74417881771524,3.99853783088566,5.74558324602777,3.39223176581419,4.31057899603288,3.93140476190356,4.80925377179577,4.00914905456346,3.99225317991101,3.94309523809357,3.01589832120357,4.09626202723255
4.25534869237168,-0.574532115545336,7.56535891619109,1.12313772116086,2.4704040951416,2.5260157588344,2.70781373598762,2.96293280572567,2.24417881771524,2.49853783088566,4.24558324602777,1.89223176581419,2.81057899603288,2.43140476190356,3.30925377179577,2.50914905456346,2.49225317991101,2.44309523809357,1.51589832120357,2.59626202723255
